Title,Year,Movie Duration,Rating,Poster,Plot Summary,Genres,Directors,Writers,Actors,Languages,Release Date,Release Country,Box Office,Production Companies
115. Empire of the Sun,1987,2h 33m,7.7,https://www.imdb.com/title/tt0092965/?ref_=sr_i_115,A young English boy struggles to survive under Japanese occupation of China during World War II.,,,,,,,,,
116. Wreck-It Ralph,2012,1h 41m,7.7,https://www.imdb.com/title/tt1772341/?ref_=sr_i_116,Ralph is tired of playing the role of a bad guy and embarks on a journey to become a video game hero. But he accidentally lets loose a deadly enemy that threatens the entire arcade.,,,,,,,,,
117. As Good as It Gets,1997,2h 19m,7.7,https://www.imdb.com/title/tt0119822/?ref_=sr_i_117,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",,,,,,,,,
118. The Lego Movie,2014,1h 40m,7.7,https://www.imdb.com/title/tt1490017/?ref_=sr_i_118,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",,,,,,,,,
119. Glengarry Glen Ross,1992,1h 40m,7.7,https://www.imdb.com/title/tt0104348/?ref_=sr_i_119,An examination of the machinations behind the scenes at a real estate office.,,,,,,,,,
120. Road to Perdition,2002,1h 57m,7.7,https://www.imdb.com/title/tt0257044/?ref_=sr_i_120,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",,,,,,,,,
121. Flipped,2010,1h 30m,7.7,https://www.imdb.com/title/tt0817177/?ref_=sr_i_121,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce of the same, she's ready to give up--until he starts to reconsider.",,,,,,,,,
122. What's Eating Gilbert Grape,1993,1h 58m,7.7,https://www.imdb.com/title/tt0108550/?ref_=sr_i_122,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,,,,,,,,,
123. Halloween,1978,1h 31m,7.7,https://www.imdb.com/title/tt0077651/?ref_=sr_i_123,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois, to kill again.",,,,,,,,,
124. Kung Fu Hustle,2004,1h 39m,7.7,https://www.imdb.com/title/tt0373074/?ref_=sr_i_124,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",,,,,,,,,
125. Star Trek Into Darkness,2013,2h 12m,7.7,https://www.imdb.com/title/tt1408101/?ref_=sr_i_125,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",,,,,,,,,
126. Donnie Brasco,1997,2h 7m,7.7,https://www.imdb.com/title/tt0119008/?ref_=sr_i_126,An FBI undercover agent infiltrates the mob and finds himself identifying more with the Mafia life--at the expense of his regular one.,,,,,,,,,
127. The Vanishing,1988,1h 47m,7.7,https://www.imdb.com/title/tt0096163/?ref_=sr_i_127,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",,,,,,,,,
128. Miller's Crossing,1990,1h 55m,7.7,https://www.imdb.com/title/tt0100150/?ref_=sr_i_128,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",,,,,,,,,
129. Billy Elliot,2000,1h 50m,7.7,https://www.imdb.com/title/tt0249462/?ref_=sr_i_129,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,,,,,,,,,
130. Being John Malkovich,1999,1h 53m,7.7,https://www.imdb.com/title/tt0120601/?ref_=sr_i_130,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,,,,,,,,,
131. Detachment,2011,1h 38m,7.7,https://www.imdb.com/title/tt1683526/?ref_=sr_i_131,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,,,,,,,,,
132. Mr. Nobody,2009,2h 21m,7.7,https://www.imdb.com/title/tt0485947/?ref_=sr_i_132,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",,,,,,,,,
133. Adaptation.,2002,1h 55m,7.7,https://www.imdb.com/title/tt0268126/?ref_=sr_i_133,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,,,,,,,,,
134. The Trial of the Chicago 7,2020,2h 9m,7.7,https://www.imdb.com/title/tt1070874/?ref_=sr_i_134,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",,,,,,,,,
135. Bonnie and Clyde,1967,1h 51m,7.7,https://www.imdb.com/title/tt0061418/?ref_=sr_i_135,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",,,,,,,,,
136. Philadelphia,1993,2h 5m,7.7,https://www.imdb.com/title/tt0107818/?ref_=sr_i_136,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small-time lawyer as the only willing advocate for a wrongful dismissal suit.",,,,,,,,,
137. Happiness,1998,2h 14m,7.7,https://www.imdb.com/title/tt0147612/?ref_=sr_i_137,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.",,,,,,,,,
138. Fried Green Tomatoes at the Whistle Stop Cafe,1991,2h 10m,7.7,https://www.imdb.com/title/tt0101921/?ref_=sr_i_138,"Evelyn, an ordinary housewife, visits a nursing home and befriends the old lady Ninny. Together, they bond over stories from the past about two intrepid women of Whistle Stop Cafe.",,,,,,,,,
139. Paprika,2006,1h 30m,7.7,https://www.imdb.com/title/tt0851578/?ref_=sr_i_139,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",,,,,,,,,
140. The Innocents,1961,1h 40m,7.7,https://www.imdb.com/title/tt0055018/?ref_=sr_i_140,A young governess for two children becomes convinced that the house and grounds are haunted.,,,,,,,,,
141. Malcolm X,1992,3h 22m,7.7,https://www.imdb.com/title/tt0104797/?ref_=sr_i_141,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination.",,,,,,,,,
142. Roma,2018,2h 15m,7.7,https://www.imdb.com/title/tt6155172/?ref_=sr_i_142,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,,,,,,,,,
143. Goldfinger,1964,1h 50m,7.7,https://www.imdb.com/title/tt0058150/?ref_=sr_i_143,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",,,,,,,,,
144. The Color Purple,1985,2h 34m,7.7,https://www.imdb.com/title/tt0088939/?ref_=sr_i_144,"A tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry.",,,,,,,,,
145. Changeling,2008,2h 21m,7.7,https://www.imdb.com/title/tt0824747/?ref_=sr_i_145,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give up hope.",,,,,,,,,
146. Me and Earl and the Dying Girl,2015,1h 45m,7.7,https://www.imdb.com/title/tt2582496/?ref_=sr_i_146,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",,,,,,,,,
147. The Great Beauty,2013,2h 21m,7.7,https://www.imdb.com/title/tt2358891/?ref_=sr_i_147,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",,,,,,,,,
148. This Is England,2006,1h 41m,7.7,https://www.imdb.com/title/tt0480025/?ref_=sr_i_148,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",,,,,,,,,
149. Lucky Number Slevin,2006,1h 50m,7.7,https://www.imdb.com/title/tt0425210/?ref_=sr_i_149,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",,,,,,,,,
150. Dirty Harry,1971,1h 42m,7.7,https://www.imdb.com/title/tt0066999/?ref_=sr_i_150,"When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.",,,,,,,,,
151. Serpico,1973,2h 10m,7.7,https://www.imdb.com/title/tt0070666/?ref_=sr_i_151,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,,,,,,,,,
152. The Last Emperor,1987,2h 43m,7.7,https://www.imdb.com/title/tt0093389/?ref_=sr_i_152,Bernardo Bertolucci's Oscar-winning dramatization of China's eleventh and final monarch of the Qing dynasty: Emperor Puyi.,,,,,,,,,
153. Star Trek II: The Wrath of Khan,1982,1h 53m,7.7,https://www.imdb.com/title/tt0084726/?ref_=sr_i_153,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",,,,,,,,,
154. Clerks,1994,1h 32m,7.7,https://www.imdb.com/title/tt0109445/?ref_=sr_i_154,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",,,,,,,,,
155. Days of Heaven,1978,1h 34m,7.7,https://www.imdb.com/title/tt0077405/?ref_=sr_i_155,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,,,,,,,,,
156. Ray,2004,2h 32m,7.7,https://www.imdb.com/title/tt0350258/?ref_=sr_i_156,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",,,,,,,,,
157. The Man from Nowhere,2010,1h 59m,7.7,https://www.imdb.com/title/tt1527788/?ref_=sr_i_157,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,,,,,,,,,
158. Mother,2009,2h 9m,7.7,https://www.imdb.com/title/tt1216496/?ref_=sr_i_158,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,,,,,,,,,
159. A Man Called Ove,2015,1h 56m,7.7,https://www.imdb.com/title/tt4080728/?ref_=sr_i_159,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",,,,,,,,,
160. Sorcerer,1977,2h 1m,7.7,https://www.imdb.com/title/tt0076740/?ref_=sr_i_160,Four unfortunate men from different parts of the globe agree to risk their lives transporting gallons of nitroglycerin across dangerous Latin American jungle.,,,,,,,,,
161. My Fair Lady,1964,2h 50m,7.7,https://www.imdb.com/title/tt0058385/?ref_=sr_i_161,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society.",,,,,,,,,
162. Kubo and the Two Strings,2016,1h 41m,7.7,https://www.imdb.com/title/tt4302938/?ref_=sr_i_162,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,,,,,,,,,
163. The Dirty Dozen,1967,2h 30m,7.7,https://www.imdb.com/title/tt0061578/?ref_=sr_i_163,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",,,,,,,,,
164. Ordinary People,1980,2h 4m,7.7,https://www.imdb.com/title/tt0081283/?ref_=sr_i_164,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",,,,,,,,,
165. The Verdict,1982,2h 9m,7.7,https://www.imdb.com/title/tt0084855/?ref_=sr_i_165,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",,,,,,,,,
166. Black Narcissus,1947,1h 41m,7.7,https://www.imdb.com/title/tt0039192/?ref_=sr_i_166,"A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.",,,,,,,,,
167. Evil Dead II,1987,1h 24m,7.7,https://www.imdb.com/title/tt0092991/?ref_=sr_i_167,"Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack.",,,,,,,,,
168. Black Book,2006,2h 25m,7.7,https://www.imdb.com/title/tt0389557/?ref_=sr_i_168,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance. Things get complicated when she falls for the enemy.",,,,,,,,,
169. Badlands,1973,1h 34m,7.7,https://www.imdb.com/title/tt0069762/?ref_=sr_i_169,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.",,,,,,,,,
170. Porco Rosso,1992,1h 34m,7.7,https://www.imdb.com/title/tt0104652/?ref_=sr_i_170,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",,,,,,,,,
171. Open Your Eyes,1997,1h 59m,7.7,https://www.imdb.com/title/tt0125659/?ref_=sr_i_171,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",,,,,,,,,
172. Beasts of No Nation,2015,2h 17m,7.7,https://www.imdb.com/title/tt1365050/?ref_=sr_i_172,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",,,,,,,,,
173. The Day the Earth Stood Still,1951,1h 32m,7.7,https://www.imdb.com/title/tt0043456/?ref_=sr_i_173,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.",,,,,,,,,
174. The Motorcycle Diaries,2004,2h 6m,7.7,https://www.imdb.com/title/tt0318462/?ref_=sr_i_174,"Ernesto Guevara de la Serna, popularly known as Che, along with his friend Alberto Granado, decides to take a road trip across South America. His experiences on the journey transform him.",,,,,,,,,
"175. South Park: Bigger, Longer & Uncut",1999,1h 21m,7.7,https://www.imdb.com/title/tt0158983/?ref_=sr_i_175,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",,,,,,,,,
176. Hamlet,1996,4h 2m,7.7,https://www.imdb.com/title/tt0116477/?ref_=sr_i_176,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,,,,,,,,
177. Fantasia,1940,2h 4m,7.7,https://www.imdb.com/title/tt0032455/?ref_=sr_i_177,"A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.",,,,,,,,,
178. Finding Neverland,2004,1h 46m,7.7,https://www.imdb.com/title/tt0308644/?ref_=sr_i_178,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,,,,,,,,,
179. The Lady Vanishes,1938,1h 36m,7.7,https://www.imdb.com/title/tt0030341/?ref_=sr_i_179,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",,,,,,,,,
180. Nebraska,2013,1h 55m,7.7,https://www.imdb.com/title/tt1821549/?ref_=sr_i_180,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",,,,,,,,,
181. Zulu,1964,2h 18m,7.7,https://www.imdb.com/title/tt0058777/?ref_=sr_i_181,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,,,,,,,,,
182. Breathless,1960,1h 30m,7.7,https://www.imdb.com/title/tt0053472/?ref_=sr_i_182,"A small-time crook, hunted by the authorities for a car theft and the murder of a police officer, attempts to persuade a hip American journalism student to run away with him to Italy.",,,,,,,,,
183. Waking Life,2001,1h 39m,7.7,https://www.imdb.com/title/tt0243017/?ref_=sr_i_183,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,,,,,,,,,
184. Never Look Away,2018,3h 9m,7.7,https://www.imdb.com/title/tt5311542/?ref_=sr_i_184,"German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.",,,,,,,,,
185. The Magdalene Sisters,2002,1h 54m,7.7,https://www.imdb.com/title/tt0318411/?ref_=sr_i_185,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,,,,,,,,,
186. The Longest Day,1962,2h 58m,7.7,https://www.imdb.com/title/tt0056197/?ref_=sr_i_186,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",,,,,,,,,
187. A Man for All Seasons,1966,2h,7.7,https://www.imdb.com/title/tt0060665/?ref_=sr_i_187,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",,,,,,,,,
188. Good Bye Lenin!,2003,2h 1m,7.7,https://www.imdb.com/title/tt0301357/?ref_=sr_i_188,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",,,,,,,,,
189. Red River,1948,2h 13m,7.7,https://www.imdb.com/title/tt0040724/?ref_=sr_i_189,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",,,,,,,,,
190. Dreams,1990,1h 59m,7.7,https://www.imdb.com/title/tt0100998/?ref_=sr_i_190,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.,,,,,,,,,
191. Fantastic Planet,1973,1h 12m,7.7,https://www.imdb.com/title/tt0070544/?ref_=sr_i_191,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",,,,,,,,,
192. Night on Earth,1991,2h 9m,7.7,https://www.imdb.com/title/tt0102536/?ref_=sr_i_192,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,,,,,,,,,
193. The Man Who Would Be King,1975,2h 9m,7.7,https://www.imdb.com/title/tt0073341/?ref_=sr_i_193,"In 1880s India, two former British soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",,,,,,,,,
194. Joint Security Area,2000,1h 50m,7.7,https://www.imdb.com/title/tt0260991/?ref_=sr_i_194,"After a shooting incident at the North-South Korean border DMZ leaves two North Korean soldiers dead, a neutral Swiss and Swedish team investigates what actually happened.",,,,,,,,,
195. The African Queen,1951,1h 45m,7.7,https://www.imdb.com/title/tt0043265/?ref_=sr_i_195,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",,,,,,,,,
196. Evil,2003,1h 53m,7.7,https://www.imdb.com/title/tt0338309/?ref_=sr_i_196,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",,,,,,,,,
197. Perfect Strangers,2016,1h 36m,7.7,https://www.imdb.com/title/tt4901306/?ref_=sr_i_197,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.",,,,,,,,,
198. Hard Boiled,1992,2h 8m,7.7,https://www.imdb.com/title/tt0104684/?ref_=sr_i_198,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,,,,,,,,,
199. The Killer,1989,1h 51m,7.7,https://www.imdb.com/title/tt0097202/?ref_=sr_i_199,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore the vision of a singer he accidentally blinded.,,,,,,,,,
200. Scarface,1932,1h 33m,7.7,https://www.imdb.com/title/tt0023427/?ref_=sr_i_200,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",,,,,,,,,
201. How Green Was My Valley,1941,1h 58m,7.7,https://www.imdb.com/title/tt0033729/?ref_=sr_i_201,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",,,,,,,,,
202. Hedwig and the Angry Inch,2001,1h 35m,7.7,https://www.imdb.com/title/tt0248845/?ref_=sr_i_202,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,,,,,,,,,
203. Taste of Cherry,1997,1h 35m,7.7,https://www.imdb.com/title/tt0120265/?ref_=sr_i_203,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,,,,,,,,,
204. Adam's Apples,2005,1h 34m,7.7,https://www.imdb.com/title/tt0418455/?ref_=sr_i_204,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,,,,,,,,,
205. The Breadwinner,2017,1h 34m,7.7,https://www.imdb.com/title/tt3901826/?ref_=sr_i_205,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.",,,,,,,,,
206. Invasion of the Body Snatchers,1956,1h 20m,7.7,https://www.imdb.com/title/tt0049366/?ref_=sr_i_206,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,,,,,,,,,
207. Wait Until Dark,1967,1h 48m,7.7,https://www.imdb.com/title/tt0062467/?ref_=sr_i_207,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,,,,,,,,,
208. The Broken Circle Breakdown,2012,1h 51m,7.7,https://www.imdb.com/title/tt2024519/?ref_=sr_i_208,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",,,,,,,,,
209. My Darling Clementine,1946,1h 37m,7.7,https://www.imdb.com/title/tt0038762/?ref_=sr_i_209,"After their cattle are stolen and their brother murdered, the Earp brothers have a score to settle with the Clanton family.",,,,,,,,,
210. The Salesman,2016,2h 4m,7.7,https://www.imdb.com/title/tt5186714/?ref_=sr_i_210,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",,,,,,,,,
211. L'Avventura,1960,2h 24m,7.7,https://www.imdb.com/title/tt0053619/?ref_=sr_i_211,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",,,,,,,,,
212. Das Experiment,2001,2h,7.7,https://www.imdb.com/title/tt0250258/?ref_=sr_i_212,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",,,,,,,,,
213. Key Largo,1948,1h 40m,7.7,https://www.imdb.com/title/tt0040506/?ref_=sr_i_213,"A drifter visits the family hotel of a war buddy who was killed in action only to find that a Chicago mobster and his gang have taken over the place. As a hurricane approaches, a confrontation ensues.",,,,,,,,,
214. Duck Soup,1933,1h 9m,7.7,https://www.imdb.com/title/tt0023969/?ref_=sr_i_214,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.",,,,,,,,,
215. The Triplets of Belleville,2003,1h 20m,7.7,https://www.imdb.com/title/tt0286244/?ref_=sr_i_215,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",,,,,,,,,
216. Cape Fear,1962,1h 46m,7.7,https://www.imdb.com/title/tt0055824/?ref_=sr_i_216,A lawyer's family is stalked by a man he once helped put in jail.,,,,,,,,,
217. The Girl Who Leapt Through Time,2006,1h 38m,7.7,https://www.imdb.com/title/tt0808506/?ref_=sr_i_217,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",,,,,,,,,
218. The Purple Rose of Cairo,1985,1h 22m,7.7,https://www.imdb.com/title/tt0089853/?ref_=sr_i_218,"In 1935 New Jersey, a movie character walks off the screen and into the real world.",,,,,,,,,
219. Jules and Jim,1962,1h 45m,7.7,https://www.imdb.com/title/tt0055032/?ref_=sr_i_219,Decades of a love triangle concerning two friends and an impulsive woman.,,,,,,,,,
220. The Edge of Heaven,2007,1h 56m,7.7,https://www.imdb.com/title/tt0880502/?ref_=sr_i_220,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,,,,,,,,,
221. The Past,2013,2h 10m,7.7,https://www.imdb.com/title/tt2404461/?ref_=sr_i_221,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",,,,,,,,,
222. Vicky Donor,2012,2h 6m,7.7,https://www.imdb.com/title/tt2317337/?ref_=sr_i_222,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",,,,,,,,,
223. Anora,2024,2h 19m,7.8,https://www.imdb.com/title/tt28607951/?ref_=sr_i_223,"A young escort from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",,,,,,,,,
224. Nosferatu: A Symphony of Horror,1922,1h 34m,7.8,https://www.imdb.com/title/tt0013442/?ref_=sr_i_224,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,,,,,,,,,
225. Poor Things,2023,2h 21m,7.8,https://www.imdb.com/title/tt14230458/?ref_=sr_i_225,"An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.",,,,,,,,,
226. The Batman,2022,2h 56m,7.8,https://www.imdb.com/title/tt1877830/?ref_=sr_i_226,"When a sadistic serial killer begins murdering key political figures in Gotham, the Batman is forced to investigate the city's hidden corruption and question his family's involvement.",,,,,,,,,
227. The Gentlemen,2019,1h 53m,7.8,https://www.imdb.com/title/tt8367814/?ref_=sr_i_227,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",,,,,,,,,
228. Apocalypto,2006,2h 19m,7.8,https://www.imdb.com/title/tt0472043/?ref_=sr_i_228,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",,,,,,,,,
229. Everything Everywhere All at Once,2022,2h 19m,7.8,https://www.imdb.com/title/tt6710474/?ref_=sr_i_229,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,,,,,,,,,
230. Call Me by Your Name,2017,2h 12m,7.8,https://www.imdb.com/title/tt5726616/?ref_=sr_i_230,"It's the summer of 1983, and 17-year-old Elio is spending the days with his family at their villa in Lombardy, Italy. He soon meets Oliver, who's working as an intern for Elio's father. They discover the heady beauty of awakening desire.",,,,,,,,,
231. Pride & Prejudice,2005,2h 9m,7.8,https://www.imdb.com/title/tt0414387/?ref_=sr_i_231,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",,,,,,,,,
232. The Notebook,2004,2h 3m,7.8,https://www.imdb.com/title/tt0332280/?ref_=sr_i_232,An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,,,,,,,,,
233. The Hateful Eight,2015,2h 48m,7.8,https://www.imdb.com/title/tt3460252/?ref_=sr_i_233,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",,,,,,,,,
